,Accuracy,Precision,Recall,F1-score,Mean cross-validation score,True Positives,False Positives,False Negatives,True Negatives,length,entropy,vowel_count,consonant_count,digit_count
0,0.841875,0.8524952621604548,0.8319975339087546,0.8421216848673947,0.8370522835599313,2699,467,545,2689,0.09422611141495425,0.040893819829674126,0.06782561137588872,0.33182279865614495,0.040729744511289925
