Accuracy,Precision,Recall,F1-score,Mean cross-validation score,True Positives,False Positives,False Negatives,True Negatives,length,entropy,vowel_count,consonant_count,digit_count
0.8465625,0.8725296442687747,0.8165844636251541,0.8436305732484076,0.8466780160962651,2649,387,595,2769,0.1964777403527814,0.2173489057953701,0.13508996906646578,0.41149663270489234,0.03958675208049035
